customer_id,full_name,gender,age,city,loyalty_card,register_date
141,Козлов Владимир Лебедев,М,30,Мозырь,нет,2024-04-30
142,Новиков Наталья Крылов,Ж,55,Гродно,нет,2023-08-23
143,Козлов Полина Соколов,Ж,66,Гомель,нет,2022-11-27
144,Петров Мария Орлов,Ж,27,Мозырь,нет,2022-02-22
145,Орлов Светлана Иванов,Ж,28,Пинск,да,2023-06-05
146,Кузнецов Анна Кузнецов,Ж,43,Гродно,нет,2024-08-03
147,Петров Максим Крылов,М,48,Гомель,нет,2022-02-09
148,Смирнов Михаил Крылов,М,51,Минск,нет,2023-04-20
149,Волков Пётр Смирнов,М,53,Орша,нет,2022-02-23
150,Орлов Денис Крылов,М,52,Орша,да,2023-07-14
151,Козлов Ксения Петров,Ж,67,Брест,да,2023-09-04
152,Орлов Алина Соколов,Ж,27,Гродно,нет,2023-12-07
153,Иванов Михаил Зайцев,М,41,Барановичи,да,2022-05-24
154,Крылов Максим Попов,М,44,Брест,да,2024-09-23
155,Иванов Денис Кузнецов,М,71,Борисов,нет,2022-04-03
156,Козлов Роман Орлов,М,50,Пинск,да,2024-02-27
157,Попов Ксения Волков,Ж,41,Орша,да,2023-03-17
158,Орлов Алина Соколов,Ж,69,Витебск,нет,2024-01-09
159,Морозов Татьяна Соколов,Ж,62,Гомель,нет,2023-03-05
160,Фёдоров Ольга Новиков,Ж,36,Гродно,да,2024-03-20
161,Крылов Светлана Кузнецов,Ж,33,Брест,нет,2022-08-23
162,Кузнецов Иван Козлов,М,29,Орша,нет,2023-07-18
163,Соколов Мария Лебедев,Ж,57,Гродно,нет,2023-09-20
164,Зайцев Николай Соколов,М,62,Брест,нет,2023-10-05
165,Крылов Денис Новиков,М,74,Пинск,нет,2022-08-18
166,Кузнецов Иван Фёдоров,М,75,Брест,да,2024-08-12
167,Соколов Ольга Кузнецов,Ж,39,Борисов,да,2023-03-13
168,Смирнов Елена Новиков,Ж,56,Гродно,да,2023-04-03
169,Морозов Сергей Морозов,М,43,Барановичи,да,2022-09-20
170,Лебедев Полина Иванов,Ж,20,Гродно,да,2022-11-11
171,Новиков Полина Морозов,Ж,68,Пинск,нет,2022-11-16
172,Морозов Анна Новиков,Ж,23,Барановичи,да,2022-08-30
173,Морозов Татьяна Иванов,Ж,25,Мозырь,нет,2024-04-13
174,Волков Роман Фёдоров,М,62,Бобруйск,да,2022-04-04
175,Петров Алина Петров,Ж,46,Могилёв,да,2024-03-16
176,Кузнецов Виктория Кузнецов,Ж,67,Минск,нет,2022-08-11
177,Смирнов Полина Смирнов,Ж,40,Витебск,нет,2022-09-19
178,Иванов Михаил Орлов,М,47,Витебск,нет,2024-05-08
179,Попов Егор Лебедев,М,44,Пинск,нет,2023-11-24
180,Новиков Виктория Кузнецов,Ж,44,Витебск,да,2024-07-30
181,Попов Иван Морозов,М,23,Борисов,нет,2023-06-07
182,Морозов Андрей Волков,М,44,Пинск,нет,2023-08-02
183,Зайцев Елена Петров,Ж,23,Барановичи,да,2023-12-01
184,Петров Ксения Попов,Ж,48,Бобруйск,нет,2022-08-28
185,Соколов Наталья Крылов,Ж,46,Бобруйск,нет,2024-04-04
186,Петров Владимир Волков,М,22,Бобруйск,да,2024-03-19
187,Смирнов Егор Волков,М,30,Гродно,нет,2024-01-05
188,Кузнецов Владимир Крылов,М,37,Витебск,да,2022-03-26
189,Зайцев Анна Иванов,Ж,24,Борисов,да,2023-07-14
190,Орлов Роман Волков,М,58,Могилёв,да,2022-02-24
191,Смирнов Анна Кузнецов,Ж,73,Барановичи,нет,2024-03-05
192,Соколов Полина Кузнецов,Ж,52,Барановичи,нет,2024-04-19
193,Петров Николай Петров,М,73,Орша,да,2022-01-01
194,Новиков Кирилл Новиков,М,56,Минск,да,2023-10-17
195,Петров Роман Морозов,М,49,Барановичи,нет,2024-03-09
196,Кузнецов Михаил Волков,М,21,Витебск,да,2024-02-05
197,Фёдоров Егор Крылов,М,27,Могилёв,да,2024-08-19
198,Соколов Татьяна Лебедев,Ж,35,Гомель,нет,2023-04-06
199,Кузнецов Юлия Морозов,Ж,29,Минск,нет,2024-01-03
200,Крылов Пётр Крылов,М,34,Мозырь,нет,2022-03-01
201,Смирнов Елена Попов,Ж,46,Борисов,да,2024-02-26
202,Смирнов Анна Петров,Ж,28,Орша,да,2023-12-27
203,Смирнов Виктория Иванов,Ж,71,Орша,да,2023-03-08
204,Волков Ксения Козлов,Ж,70,Могилёв,да,2023-12-13
205,Козлов Татьяна Попов,Ж,43,Гомель,нет,2022-08-03
206,Смирнов Максим Кузнецов,М,42,Мозырь,да,2022-10-09
207,Зайцев Наталья Кузнецов,Ж,51,Пинск,да,2023-11-27
208,Кузнецов Владимир Морозов,М,73,Брест,да,2023-02-13
209,Иванов Дмитрий Соколов,М,64,Борисов,да,2023-09-24
210,Кузнецов Ксения Фёдоров,Ж,70,Борисов,да,2022-01-22
211,Орлов Сергей Крылов,М,52,Могилёв,нет,2023-01-13
212,Смирнов Наталья Козлов,Ж,44,Витебск,нет,2023-07-24
213,Волков Светлана Новиков,Ж,66,Минск,да,2024-09-25
214,Лебедев Максим Козлов,М,34,Гродно,нет,2023-05-07
215,Смирнов Виктория Козлов,Ж,24,Гомель,да,2022-01-10
216,Морозов Максим Петров,М,58,Могилёв,нет,2022-08-13
217,Попов Пётр Новиков,М,54,Минск,нет,2022-10-28
218,Лебедев Пётр Петров,М,71,Орша,да,2022-11-05
219,Крылов Ирина Волков,Ж,20,Витебск,да,2024-07-12
220,Крылов Мария Кузнецов,Ж,46,Бобруйск,да,2022-06-25
221,Смирнов Пётр Фёдоров,М,64,Мозырь,нет,2022-01-21
222,Соколов Ирина Волков,Ж,45,Гродно,да,2022-07-31
223,Новиков Владимир Соколов,М,55,Пинск,нет,2023-11-10
224,Козлов Ольга Крылов,Ж,52,Витебск,да,2022-02-01
225,Фёдоров Михаил Петров,М,69,Мозырь,нет,2023-10-06
226,Зайцев Мария Новиков,Ж,42,Могилёв,нет,2024-07-13
227,Попов Роман Зайцев,М,69,Брест,да,2024-04-15
228,Фёдоров Дарья Лебедев,Ж,66,Брест,да,2022-07-15
229,Соколов Николай Орлов,М,28,Брест,да,2023-05-24
230,Крылов Алина Соколов,Ж,50,Гродно,да,2023-04-26
231,Волков Дарья Козлов,Ж,57,Брест,нет,2022-05-11
232,Попов Дмитрий Орлов,М,64,Могилёв,нет,2023-01-14
233,Новиков Мария Козлов,Ж,60,Пинск,нет,2023-03-15
234,Морозов Сергей Иванов,М,63,Минск,да,2023-03-25
235,Соколов Ксения Новиков,Ж,18,Брест,да,2023-10-13
236,Попов Роман Попов,М,25,Минск,да,2022-05-25
237,Попов Максим Крылов,М,73,Брест,да,2024-03-02
238,Фёдоров Денис Зайцев,М,36,Минск,нет,2023-03-08
239,Петров Денис Соколов,М,48,Могилёв,нет,2024-07-21
240,Козлов Николай Петров,М,60,Гомель,да,2023-05-19
241,Смирнов Анна Петров,Ж,66,Барановичи,да,2023-02-15
242,Морозов Кирилл Иванов,М,51,Борисов,нет,2022-10-21
243,Попов Артём Зайцев,М,52,Гродно,да,2024-07-29
244,Новиков Татьяна Зайцев,Ж,75,Барановичи,да,2023-02-07
245,Петров Светлана Фёдоров,Ж,21,Бобруйск,да,2022-05-10
246,Соколов Елена Волков,Ж,22,Барановичи,нет,2022-11-17
247,Кузнецов Дмитрий Морозов,М,34,Мозырь,да,2022-09-25
248,Морозов Кирилл Петров,М,71,Бобруйск,нет,2024-04-09
249,Соколов Александр Соколов,М,69,Гродно,да,2023-06-28
250,Иванов Ксения Морозов,Ж,38,Пинск,нет,2023-02-21
251,Фёдоров Николай Крылов,М,57,Орша,да,2023-07-30
252,Козлов Ирина Петров,Ж,28,Борисов,нет,2022-09-30
253,Петров Виктория Иванов,Ж,72,Бобруйск,да,2022-11-25
254,Смирнов Николай Фёдоров,М,21,Бобруйск,нет,2022-04-22
255,Крылов Владимир Соколов,М,45,Борисов,нет,2023-03-27
256,Козлов Роман Крылов,М,19,Орша,нет,2024-04-23
257,Кузнецов Максим Петров,М,32,Брест,да,2024-09-01
258,Иванов Дарья Зайцев,Ж,50,Брест,да,2024-07-26
259,Морозов Денис Иванов,М,70,Гомель,да,2024-03-30
260,Козлов Егор Соколов,М,23,Бобруйск,нет,2023-06-18
261,Зайцев Ольга Новиков,Ж,25,Брест,да,2023-09-17
262,Петров Иван Волков,М,44,Пинск,да,2024-03-11
263,Морозов Светлана Иванов,Ж,28,Минск,да,2022-12-10
264,Зайцев Ольга Волков,Ж,68,Барановичи,да,2022-12-28
265,Лебедев Артём Новиков,М,63,Барановичи,нет,2022-02-15
266,Волков Максим Морозов,М,59,Витебск,да,2024-01-02
267,Лебедев Полина Зайцев,Ж,64,Брест,да,2023-04-14
268,Соколов Максим Зайцев,М,38,Бобруйск,да,2024-01-02
269,Зайцев Юлия Фёдоров,Ж,51,Витебск,нет,2022-10-10
270,Попов Ольга Фёдоров,Ж,63,Гродно,нет,2023-09-13
271,Кузнецов Артём Кузнецов,М,56,Витебск,да,2024-01-03
272,Соколов Иван Волков,М,32,Бобруйск,нет,2024-09-21
273,Соколов Наталья Иванов,Ж,18,Орша,нет,2023-04-25
274,Орлов Пётр Зайцев,М,63,Пинск,нет,2023-08-30
275,Зайцев Ирина Зайцев,Ж,35,Борисов,нет,2022-07-08
276,Козлов Ирина Кузнецов,Ж,32,Пинск,да,2022-04-21
277,Орлов Ирина Волков,Ж,54,Пинск,нет,2023-12-14
278,Морозов Дарья Орлов,Ж,54,Мозырь,нет,2023-12-05
279,Зайцев Елена Волков,Ж,70,Могилёв,да,2023-08-31
280,Крылов Иван Петров,М,73,Борисов,да,2023-02-24
281,Крылов Максим Смирнов,М,18,Барановичи,да,2022-03-26
282,Волков Екатерина Попов,Ж,47,Гродно,да,2022-12-02
283,Волков Екатерина Иванов,Ж,27,Гродно,да,2022-01-04
284,Фёдоров Сергей Кузнецов,М,31,Могилёв,да,2023-01-31
285,Новиков Роман Волков,М,38,Орша,да,2022-10-04
286,Фёдоров Дмитрий Зайцев,М,59,Гродно,нет,2023-01-13
287,Крылов Александр Козлов,М,61,Гродно,нет,2022-04-10
288,Фёдоров Николай Крылов,М,60,Гомель,да,2024-02-24
289,Соколов Ирина Петров,Ж,21,Витебск,нет,2023-11-09
290,Кузнецов Иван Орлов,М,25,Могилёв,нет,2023-06-14
291,Соколов Мария Попов,Ж,37,Борисов,да,2023-07-09
292,Козлов Алина Крылов,Ж,35,Могилёв,да,2023-04-01
293,Морозов Алина Фёдоров,Ж,66,Борисов,нет,2023-05-28
294,Иванов Светлана Новиков,Ж,48,Минск,нет,2022-12-08
295,Морозов Ксения Фёдоров,Ж,68,Брест,нет,2024-04-05
296,Иванов Сергей Новиков,М,35,Гродно,да,2024-09-15
297,Иванов Ирина Новиков,Ж,58,Могилёв,да,2023-08-07
298,Фёдоров Михаил Лебедев,М,64,Витебск,нет,2023-02-13
299,Крылов Кирилл Зайцев,М,30,Гродно,нет,2023-06-02
300,Морозов Михаил Кузнецов,М,74,Могилёв,нет,2024-07-10
301,Кузнецов Елена Попов,Ж,71,Бобруйск,нет,2022-10-07
302,Орлов Наталья Волков,Ж,55,Мозырь,нет,2023-12-14
303,Крылов Юлия Новиков,Ж,36,Витебск,нет,2023-09-14
304,Фёдоров Ольга Новиков,Ж,27,Орша,нет,2024-09-06
305,Лебедев Светлана Новиков,Ж,55,Брест,нет,2022-09-29
306,Смирнов Артём Попов,М,47,Барановичи,да,2022-10-21
307,Морозов Иван Соколов,М,43,Могилёв,нет,2024-06-16
308,Козлов Дмитрий Кузнецов,М,58,Минск,нет,2022-04-23
309,Морозов Татьяна Козлов,Ж,49,Витебск,нет,2023-02-24
310,Петров Юлия Козлов,Ж,52,Минск,да,2023-08-22
311,Козлов Юлия Орлов,Ж,41,Могилёв,нет,2024-05-15
312,Крылов Михаил Новиков,М,63,Минск,нет,2022-04-08
313,Зайцев Татьяна Петров,Ж,19,Орша,да,2023-10-19
314,Соколов Юлия Орлов,Ж,36,Гродно,да,2022-04-21
315,Новиков Полина Кузнецов,Ж,21,Мозырь,да,2022-04-11
316,Зайцев Кирилл Соколов,М,44,Мозырь,нет,2023-03-07
317,Козлов Виктория Соколов,Ж,47,Гомель,нет,2023-08-27
318,Иванов Алина Козлов,Ж,19,Могилёв,да,2022-03-07
319,Кузнецов Александр Смирнов,М,39,Пинск,нет,2022-08-04
320,Новиков Ирина Козлов,Ж,61,Могилёв,нет,2024-02-01
321,Козлов Ирина Петров,Ж,20,Мозырь,да,2023-04-04
322,Соколов Александр Новиков,М,58,Минск,нет,2022-06-22
323,Крылов Мария Лебедев,Ж,30,Орша,нет,2023-10-16
324,Попов Дмитрий Козлов,М,68,Орша,нет,2024-02-27
325,Лебедев Полина Кузнецов,Ж,50,Орша,да,2023-07-20
326,Волков Сергей Иванов,М,27,Могилёв,нет,2022-09-17
327,Волков Татьяна Лебедев,Ж,39,Минск,да,2023-11-13
328,Соколов Владимир Новиков,М,25,Борисов,да,2022-01-20
329,Крылов Артём Козлов,М,33,Могилёв,нет,2022-01-21
330,Фёдоров Михаил Фёдоров,М,38,Гродно,да,2022-12-25
331,Зайцев Максим Фёдоров,М,57,Брест,нет,2023-01-06
332,Смирнов Сергей Соколов,М,36,Мозырь,нет,2022-12-30
333,Кузнецов Николай Крылов,М,19,Пинск,да,2024-02-26
334,Козлов Егор Новиков,М,37,Витебск,да,2022-05-19
335,Морозов Андрей Соколов,М,74,Брест,да,2022-04-21
336,Новиков Кирилл Орлов,М,20,Мозырь,да,2023-10-24
337,Новиков Роман Козлов,М,65,Минск,да,2022-10-20
338,Морозов Денис Лебедев,М,27,Орша,да,2022-07-23
339,Крылов Денис Лебедев,М,58,Витебск,да,2024-04-24
340,Крылов Елена Иванов,Ж,41,Гродно,да,2022-02-08
341,Орлов Ксения Фёдоров,Ж,57,Брест,нет,2023-06-29
342,Иванов Екатерина Крылов,Ж,20,Бобруйск,да,2024-05-26
343,Орлов Артём Иванов,М,36,Бобруйск,нет,2022-07-25
344,Новиков Екатерина Иванов,Ж,57,Минск,нет,2024-08-06
345,Смирнов Ирина Зайцев,Ж,22,Гомель,да,2022-11-12
346,Смирнов Мария Петров,Ж,63,Могилёв,нет,2022-07-10
347,Морозов Владимир Новиков,М,65,Гродно,нет,2022-11-06
348,Орлов Дмитрий Зайцев,М,22,Витебск,да,2023-01-08
349,Морозов Анна Петров,Ж,72,Мозырь,да,2024-03-09
350,Смирнов Егор Попов,М,64,Могилёв,да,2022-03-27
351,Соколов Сергей Морозов,М,57,Борисов,нет,2024-04-06
352,Петров Артём Зайцев,М,27,Гомель,да,2022-03-11
353,Новиков Анна Козлов,Ж,56,Пинск,нет,2024-03-06
354,Фёдоров Сергей Зайцев,М,28,Гродно,нет,2022-06-18
355,Новиков Екатерина Новиков,Ж,56,Брест,да,2024-04-13
356,Соколов Екатерина Волков,Ж,29,Витебск,нет,2023-04-19
357,Крылов Александр Морозов,М,45,Гродно,да,2024-05-12
358,Лебедев Андрей Попов,М,30,Минск,нет,2022-08-12
359,Орлов Дарья Волков,Ж,65,Брест,нет,2022-08-20
360,Орлов Андрей Новиков,М,53,Мозырь,нет,2024-08-27
361,Иванов Артём Соколов,М,38,Брест,да,2023-11-02
362,Попов Ксения Лебедев,Ж,48,Барановичи,да,2023-09-16
363,Соколов Светлана Соколов,Ж,48,Витебск,да,2023-03-01
364,Попов Ольга Волков,Ж,47,Брест,да,2023-08-27
365,Орлов Татьяна Морозов,Ж,34,Минск,нет,2023-09-24
366,Фёдоров Владимир Фёдоров,М,26,Бобруйск,да,2024-09-18
367,Петров Дарья Орлов,Ж,71,Гомель,да,2022-08-20
368,Морозов Ирина Зайцев,Ж,29,Витебск,да,2022-07-13
369,Волков Екатерина Иванов,Ж,70,Могилёв,нет,2022-04-18
370,Волков Егор Морозов,М,29,Борисов,да,2024-08-01
371,Кузнецов Николай Смирнов,М,52,Минск,нет,2023-07-07
372,Попов Наталья Орлов,Ж,62,Гомель,нет,2024-03-27
373,Крылов Максим Козлов,М,74,Орша,да,2023-09-05
374,Петров Наталья Козлов,Ж,45,Бобруйск,да,2023-10-09
375,Соколов Артём Зайцев,М,46,Мозырь,нет,2022-06-22
376,Попов Екатерина Попов,Ж,60,Витебск,да,2023-07-28
377,Попов Полина Козлов,Ж,27,Пинск,да,2024-03-31
378,Волков Юлия Иванов,Ж,52,Витебск,нет,2022-10-12
379,Новиков Кирилл Лебедев,М,73,Пинск,да,2024-05-27
380,Новиков Николай Попов,М,38,Бобруйск,да,2022-10-24
381,Орлов Иван Попов,М,32,Витебск,нет,2022-02-27
382,Новиков Ксения Кузнецов,Ж,55,Витебск,да,2024-03-29
383,Иванов Андрей Волков,М,40,Орша,нет,2023-01-02
384,Иванов Владимир Кузнецов,М,70,Орша,да,2022-07-18
385,Смирнов Владимир Орлов,М,49,Витебск,нет,2023-08-28
386,Попов Юлия Попов,Ж,63,Барановичи,да,2022-05-14
387,Соколов Виктория Кузнецов,Ж,20,Мозырь,да,2023-12-18
388,Кузнецов Анна Волков,Ж,72,Орша,да,2022-10-03
389,Соколов Пётр Кузнецов,М,56,Мозырь,нет,2023-03-19
390,Попов Артём Морозов,М,69,Борисов,нет,2022-07-27
391,Смирнов Наталья Лебедев,Ж,27,Брест,да,2022-02-12
392,Кузнецов Виктория Петров,Ж,48,Гомель,нет,2023-11-16
393,Новиков Татьяна Козлов,Ж,45,Брест,нет,2024-05-11
394,Соколов Дарья Орлов,Ж,61,Барановичи,нет,2024-03-31
395,Соколов Алина Козлов,Ж,70,Могилёв,нет,2023-05-21
396,Лебедев Михаил Морозов,М,45,Борисов,да,2022-03-03
397,Кузнецов Ольга Орлов,Ж,69,Орша,нет,2024-08-10
398,Зайцев Екатерина Волков,Ж,46,Витебск,нет,2023-07-22
399,Иванов Дмитрий Кузнецов,М,62,Мозырь,да,2022-07-22
400,Морозов Михаил Волков,М,63,Барановичи,нет,2023-07-10
401,Соколов Татьяна Лебедев,Ж,34,Мозырь,нет,2024-06-14
